# time_index, spacecraft_id, x, y, z
91, 5, 9.1049034709114477e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
91, 6, 9.1049034709114477e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
91, 7, 9.0341927927927926e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
92, 1, 9.0284531531531528e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
92, 2, 9.3820065437464267e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
92, 3, 9.3820065437464267e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
92, 4, 9.0284531531531528e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
92, 5, 9.0991638312718078e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
92, 6, 9.0991638312718078e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
92, 7, 9.0284531531531528e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
93, 1, 9.0227135135135129e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
93, 2, 9.3762669041067868e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
93, 3, 9.3762669041067868e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
93, 4, 9.0227135135135129e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
93, 5, 9.0934241916321680e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
93, 6, 9.0934241916321680e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
93, 7, 9.0227135135135129e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
94, 1, 9.0169738738738745e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
94, 2, 9.3705272644671485e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
94, 3, 9.3705272644671485e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
94, 4, 9.0169738738738745e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
94, 5, 9.0876845519925296e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
94, 6, 9.0876845519925296e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
94, 7, 9.0169738738738745e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
95, 1, 9.0112342342342347e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
95, 2, 9.3647876248275086e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
95, 3, 9.3647876248275086e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
95, 4, 9.0112342342342347e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
95, 5, 9.0819449123528898e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
95, 6, 9.0819449123528898e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
95, 7, 9.0112342342342347e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
96, 1, 9.0054945945945948e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
96, 2, 9.3590479851878688e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
96, 3, 9.3590479851878688e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
96, 4, 9.0054945945945948e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
96, 5, 9.0762052727132499e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
96, 6, 9.0762052727132499e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
96, 7, 9.0054945945945948e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
97, 1, 8.9997549549549550e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
97, 2, 9.3533083455482289e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
97, 3, 9.3533083455482289e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
97, 4, 8.9997549549549550e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
97, 5, 9.0704656330736101e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
97, 6, 9.0704656330736101e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
97, 7, 8.9997549549549550e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
98, 1, 8.9940153153153151e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
98, 2, 9.3475687059085891e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
98, 3, 9.3475687059085891e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
98, 4, 8.9940153153153151e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
98, 5, 9.0647259934339702e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
98, 6, 9.0647259934339702e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
98, 7, 8.9940153153153151e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
99, 1, 8.9882756756756753e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
99, 2, 9.3418290662689492e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
99, 3, 9.3418290662689492e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
99, 4, 8.9882756756756753e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
99, 5, 9.0589863537943304e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
99, 6, 9.0589863537943304e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
99, 7, 8.9882756756756753e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
100, 1, 8.9825360360360354e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
100, 2, 9.3360894266293094e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
100, 3, 9.3360894266293094e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
100, 4, 8.9825360360360354e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
100, 5, 9.0532467141546905e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
100, 6, 9.0532467141546905e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
100, 7, 8.9825360360360354e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
101, 1, 8.9767963963963971e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
101, 2, 9.3303497869896710e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
101, 3, 9.3303497869896710e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
101, 4, 8.9767963963963971e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
101, 5, 9.0475070745150521e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
101, 6, 9.0475070745150521e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
101, 7, 8.9767963963963971e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
102, 1, 8.9710567567567572e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
102, 2, 9.3246101473500311e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
102, 3, 9.3246101473500311e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
102, 4, 8.9710567567567572e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
102, 5, 9.0417674348754123e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
102, 6, 9.0417674348754123e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
102, 7, 8.9710567567567572e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
103, 1, 8.9653171171171173e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
103, 2, 9.3188705077103913e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
103, 3, 9.3188705077103913e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
103, 4, 8.9653171171171173e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
103, 5, 9.0360277952357724e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
103, 6, 9.0360277952357724e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
103, 7, 8.9653171171171173e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
104, 1, 8.9595774774774775e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
104, 2, 9.3131308680707514e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
104, 3, 9.3131308680707514e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
104, 4, 8.9595774774774775e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
104, 5, 9.0302881555961326e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
104, 6, 9.0302881555961326e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
104, 7, 8.9595774774774775e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
105, 1, 8.9538378378378376e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
105, 2, 9.3073912284311116e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
105, 3, 9.3073912284311116e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
105, 4, 8.9538378378378376e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
105, 5, 9.0245485159564927e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
105, 6, 9.0245485159564927e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
105, 7, 8.9538378378378376e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
106, 1, 8.9480981981981978e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
106, 2, 9.3016515887914717e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
106, 3, 9.3016515887914717e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
106, 4, 8.9480981981981978e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
106, 5, 9.0188088763168529e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
106, 6, 9.0188088763168529e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
106, 7, 8.9480981981981978e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
107, 1, 8.9423585585585579e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
107, 2, 9.2959119491518319e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
107, 3, 9.2959119491518319e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
107, 4, 8.9423585585585579e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
107, 5, 9.0130692366772130e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
107, 6, 9.0130692366772130e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
107, 7, 8.9423585585585579e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
108, 1, 8.9366189189189196e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
108, 2, 9.2901723095121935e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
108, 3, 9.2901723095121935e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
108, 4, 8.9366189189189196e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
108, 5, 9.0073295970375746e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
108, 6, 9.0073295970375746e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
108, 7, 8.9366189189189196e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
109, 1, 8.9308792792792797e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
109, 2, 9.2844326698725536e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
109, 3, 9.2844326698725536e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
109, 4, 8.9308792792792797e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
109, 5, 9.0015899573979348e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
109, 6, 9.0015899573979348e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
109, 7, 8.9308792792792797e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
110, 1, 8.9251396396396399e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
110, 2, 9.2786930302329138e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
110, 3, 9.2786930302329138e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
110, 4, 8.9251396396396399e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
110, 5, 8.9958503177582949e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
110, 6, 8.9958503177582949e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
110, 7, 8.9251396396396399e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
111, 1, 8.9194000000000000e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
111, 2, 9.2729533905932739e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
111, 3, 9.2729533905932739e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
111, 4, 8.9194000000000000e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
111, 5, 8.9901106781186551e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
111, 6, 8.9901106781186551e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
111, 7, 8.9194000000000000e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
112, 1, 8.9136603603603601e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
112, 2, 9.2672137509536341e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
112, 3, 9.2672137509536341e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
112, 4, 8.9136603603603601e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
112, 5, 8.9843710384790152e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
112, 6, 8.9843710384790152e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
112, 7, 8.9136603603603601e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
113, 1, 8.9079207207207203e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
113, 2, 9.2614741113139942e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
113, 3, 9.2614741113139942e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
113, 4, 8.9079207207207203e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
113, 5, 8.9786313988393754e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
113, 6, 8.9786313988393754e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
113, 7, 8.9079207207207203e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
114, 1, 8.9021810810810804e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
114, 2, 9.2557344716743544e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
114, 3, 9.2557344716743544e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
114, 4, 8.9021810810810804e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
114, 5, 8.9728917591997355e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
114, 6, 8.9728917591997355e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
114, 7, 8.9021810810810804e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
115, 1, 8.8964414414414421e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
115, 2, 9.2499948320347160e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
115, 3, 9.2499948320347160e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
115, 4, 8.8964414414414421e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
115, 5, 8.9671521195600972e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
115, 6, 8.9671521195600972e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
115, 7, 8.8964414414414421e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
116, 1, 8.8907018018018022e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
116, 2, 9.2442551923950762e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
116, 3, 9.2442551923950762e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
116, 4, 8.8907018018018022e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
116, 5, 8.9614124799204573e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
116, 6, 8.9614124799204573e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
116, 7, 8.8907018018018022e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
117, 1, 8.8849621621621624e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
117, 2, 9.2385155527554363e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
117, 3, 9.2385155527554363e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
117, 4, 8.8849621621621624e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
117, 5, 8.9556728402808174e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
117, 6, 8.9556728402808174e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
117, 7, 8.8849621621621624e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
118, 1, 8.8792225225225225e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
118, 2, 9.2327759131157964e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
118, 3, 9.2327759131157964e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
118, 4, 8.8792225225225225e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
118, 5, 8.9499332006411776e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
118, 6, 8.9499332006411776e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
118, 7, 8.8792225225225225e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
119, 1, 8.8734828828828827e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
119, 2, 9.2270362734761566e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
119, 3, 9.2270362734761566e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
119, 4, 8.8734828828828827e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
119, 5, 8.9441935610015377e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
119, 6, 8.9441935610015377e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
119, 7, 8.8734828828828827e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
120, 1, 8.8677432432432428e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
120, 2, 9.2212966338365167e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
120, 3, 9.2212966338365167e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
120, 4, 8.8677432432432428e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
120, 5, 8.9384539213618979e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
120, 6, 8.9384539213618979e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
120, 7, 8.8677432432432428e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
121, 1, 8.8620036036036029e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
121, 2, 9.2155569941968769e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
121, 3, 9.2155569941968769e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
121, 4, 8.8620036036036029e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
121, 5, 8.9327142817222580e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
121, 6, 8.9327142817222580e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
121, 7, 8.8620036036036029e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
122, 1, 8.8562639639639646e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
122, 2, 9.2098173545572385e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
122, 3, 9.2098173545572385e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
122, 4, 8.8562639639639646e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
122, 5, 8.9269746420826197e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
122, 6, 8.9269746420826197e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
122, 7, 8.8562639639639646e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
123, 1, 8.8505243243243247e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
123, 2, 9.2040777149175987e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
123, 3, 9.2040777149175987e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
123, 4, 8.8505243243243247e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
123, 5, 8.9212350024429798e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
123, 6, 8.9212350024429798e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
123, 7, 8.8505243243243247e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
124, 1, 8.8447846846846849e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
124, 2, 9.1983380752779588e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
124, 3, 9.1983380752779588e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
124, 4, 8.8447846846846849e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
124, 5, 8.9154953628033400e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
124, 6, 8.9154953628033400e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
124, 7, 8.8447846846846849e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
125, 1, 8.8390450450450450e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
125, 2, 9.1925984356383190e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
125, 3, 9.1925984356383190e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
125, 4, 8.8390450450450450e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
125, 5, 8.9097557231637001e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
125, 6, 8.9097557231637001e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
125, 7, 8.8390450450450450e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
126, 1, 8.8333054054054052e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
126, 2, 9.1868587959986791e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
126, 3, 9.1868587959986791e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
126, 4, 8.8333054054054052e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
126, 5, 8.9040160835240602e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
126, 6, 8.9040160835240602e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
126, 7, 8.8333054054054052e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
127, 1, 8.8275657657657653e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
127, 2, 9.1811191563590392e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
127, 3, 9.1811191563590392e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
127, 4, 8.8275657657657653e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
127, 5, 8.8982764438844204e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
127, 6, 8.8982764438844204e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
127, 7, 8.8275657657657653e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
128, 1, 8.8218261261261255e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
128, 2, 9.1753795167193994e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
128, 3, 9.1753795167193994e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
128, 4, 8.8218261261261255e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
128, 5, 8.8925368042447805e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
128, 6, 8.8925368042447805e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
128, 7, 8.8218261261261255e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
129, 1, 8.8160864864864871e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
129, 2, 9.1696398770797610e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
129, 3, 9.1696398770797610e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
129, 4, 8.8160864864864871e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
129, 5, 8.8867971646051422e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
129, 6, 8.8867971646051422e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
129, 7, 8.8160864864864871e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
130, 1, 8.8103468468468472e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
130, 2, 9.1639002374401212e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
130, 3, 9.1639002374401212e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
130, 4, 8.8103468468468472e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
130, 5, 8.8810575249655023e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
130, 6, 8.8810575249655023e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
130, 7, 8.8103468468468472e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
131, 1, 8.8046072072072074e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
131, 2, 9.1581605978004813e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
131, 3, 9.1581605978004813e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
131, 4, 8.8046072072072074e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
131, 5, 8.8753178853258625e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
131, 6, 8.8753178853258625e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
131, 7, 8.8046072072072074e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
132, 1, 8.7988675675675675e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
132, 2, 9.1524209581608415e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
132, 3, 9.1524209581608415e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
132, 4, 8.7988675675675675e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
132, 5, 8.8695782456862226e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
132, 6, 8.8695782456862226e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
132, 7, 8.7988675675675675e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
133, 1, 8.7931279279279277e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
133, 2, 9.1466813185212016e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
133, 3, 9.1466813185212016e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
133, 4, 8.7931279279279277e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
133, 5, 8.8638386060465828e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
133, 6, 8.8638386060465828e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
133, 7, 8.7931279279279277e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
134, 1, 8.7873882882882878e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
134, 2, 9.1409416788815618e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
134, 3, 9.1409416788815618e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
134, 4, 8.7873882882882878e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
134, 5, 8.8580989664069429e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
134, 6, 8.8580989664069429e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
134, 7, 8.7873882882882878e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
135, 1, 8.7816486486486480e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
135, 2, 9.1352020392419219e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
135, 3, 9.1352020392419219e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
135, 4, 8.7816486486486480e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
135, 5, 8.8523593267673030e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
135, 6, 8.8523593267673030e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
135, 7, 8.7816486486486480e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
136, 1, 8.7759090090090096e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
136, 2, 9.1294623996022835e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
136, 3, 9.1294623996022835e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
136, 4, 8.7759090090090096e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
136, 5, 8.8466196871276647e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
136, 6, 8.8466196871276647e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
