# time_index, spacecraft_id, x, y, z
15, 5, 9.5411160835240602e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
15, 6, 9.5411160835240602e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
15, 7, 9.4704054054054052e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
16, 1, 9.4646657657657653e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
16, 2, 9.8182191563590392e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
16, 3, 9.8182191563590392e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
16, 4, 9.4646657657657653e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
16, 5, 9.5353764438844204e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
16, 6, 9.5353764438844204e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
16, 7, 9.4646657657657653e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
17, 1, 9.4589261261261255e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
17, 2, 9.8124795167193994e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
17, 3, 9.8124795167193994e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
17, 4, 9.4589261261261255e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
17, 5, 9.5296368042447805e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
17, 6, 9.5296368042447805e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
17, 7, 9.4589261261261255e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
18, 1, 9.4531864864864871e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
18, 2, 9.8067398770797610e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
18, 3, 9.8067398770797610e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
18, 4, 9.4531864864864871e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
18, 5, 9.5238971646051422e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
18, 6, 9.5238971646051422e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
18, 7, 9.4531864864864871e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
19, 1, 9.4474468468468472e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
19, 2, 9.8010002374401212e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
19, 3, 9.8010002374401212e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
19, 4, 9.4474468468468472e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
19, 5, 9.5181575249655023e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
19, 6, 9.5181575249655023e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
19, 7, 9.4474468468468472e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
20, 1, 9.4417072072072074e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
20, 2, 9.7952605978004813e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
20, 3, 9.7952605978004813e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
20, 4, 9.4417072072072074e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
20, 5, 9.5124178853258625e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
20, 6, 9.5124178853258625e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
20, 7, 9.4417072072072074e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
21, 1, 9.4359675675675675e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
21, 2, 9.7895209581608415e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
21, 3, 9.7895209581608415e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
21, 4, 9.4359675675675675e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
21, 5, 9.5066782456862226e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
21, 6, 9.5066782456862226e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
21, 7, 9.4359675675675675e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
22, 1, 9.4302279279279277e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
22, 2, 9.7837813185212016e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
22, 3, 9.7837813185212016e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
22, 4, 9.4302279279279277e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
22, 5, 9.5009386060465828e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
22, 6, 9.5009386060465828e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
22, 7, 9.4302279279279277e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
23, 1, 9.4244882882882878e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
23, 2, 9.7780416788815618e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
23, 3, 9.7780416788815618e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
23, 4, 9.4244882882882878e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
23, 5, 9.4951989664069429e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
23, 6, 9.4951989664069429e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
23, 7, 9.4244882882882878e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
24, 1, 9.4187486486486480e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
24, 2, 9.7723020392419219e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
24, 3, 9.7723020392419219e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
24, 4, 9.4187486486486480e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
24, 5, 9.4894593267673030e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
24, 6, 9.4894593267673030e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
24, 7, 9.4187486486486480e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
25, 1, 9.4130090090090096e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
25, 2, 9.7665623996022835e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
25, 3, 9.7665623996022835e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
25, 4, 9.4130090090090096e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
25, 5, 9.4837196871276647e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
25, 6, 9.4837196871276647e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
25, 7, 9.4130090090090096e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
26, 1, 9.4072693693693697e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
26, 2, 9.7608227599626437e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
26, 3, 9.7608227599626437e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
26, 4, 9.4072693693693697e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
26, 5, 9.4779800474880248e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
26, 6, 9.4779800474880248e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
26, 7, 9.4072693693693697e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
27, 1, 9.4015297297297299e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
27, 2, 9.7550831203230038e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
27, 3, 9.7550831203230038e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
27, 4, 9.4015297297297299e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
27, 5, 9.4722404078483850e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
27, 6, 9.4722404078483850e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
27, 7, 9.4015297297297299e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
28, 1, 9.3957900900900900e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
28, 2, 9.7493434806833640e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
28, 3, 9.7493434806833640e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
28, 4, 9.3957900900900900e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
28, 5, 9.4665007682087451e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
28, 6, 9.4665007682087451e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
28, 7, 9.3957900900900900e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
29, 1, 9.3900504504504502e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
29, 2, 9.7436038410437241e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
29, 3, 9.7436038410437241e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
29, 4, 9.3900504504504502e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
29, 5, 9.4607611285691053e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
29, 6, 9.4607611285691053e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
29, 7, 9.3900504504504502e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
30, 1, 9.3843108108108103e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
30, 2, 9.7378642014040843e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
30, 3, 9.7378642014040843e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
30, 4, 9.3843108108108103e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
30, 5, 9.4550214889294654e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
30, 6, 9.4550214889294654e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
30, 7, 9.3843108108108103e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
31, 1, 9.3785711711711705e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
31, 2, 9.7321245617644444e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
31, 3, 9.7321245617644444e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
31, 4, 9.3785711711711705e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
31, 5, 9.4492818492898256e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
31, 6, 9.4492818492898256e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
31, 7, 9.3785711711711705e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
32, 1, 9.3728315315315321e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
32, 2, 9.7263849221248060e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
32, 3, 9.7263849221248060e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
32, 4, 9.3728315315315321e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
32, 5, 9.4435422096501872e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
32, 6, 9.4435422096501872e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
32, 7, 9.3728315315315321e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
33, 1, 9.3670918918918923e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
33, 2, 9.7206452824851662e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
33, 3, 9.7206452824851662e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
33, 4, 9.3670918918918923e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
33, 5, 9.4378025700105473e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
33, 6, 9.4378025700105473e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
33, 7, 9.3670918918918923e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
34, 1, 9.3613522522522524e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
34, 2, 9.7149056428455263e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
34, 3, 9.7149056428455263e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
34, 4, 9.3613522522522524e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
34, 5, 9.4320629303709075e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
34, 6, 9.4320629303709075e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
34, 7, 9.3613522522522524e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
35, 1, 9.3556126126126125e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
35, 2, 9.7091660032058865e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
35, 3, 9.7091660032058865e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
35, 4, 9.3556126126126125e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
35, 5, 9.4263232907312676e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
35, 6, 9.4263232907312676e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
35, 7, 9.3556126126126125e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
36, 1, 9.3498729729729727e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
36, 2, 9.7034263635662466e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
36, 3, 9.7034263635662466e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
36, 4, 9.3498729729729727e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
36, 5, 9.4205836510916278e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
36, 6, 9.4205836510916278e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
36, 7, 9.3498729729729727e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
37, 1, 9.3441333333333328e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
37, 2, 9.6976867239266068e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
37, 3, 9.6976867239266068e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
37, 4, 9.3441333333333328e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
37, 5, 9.4148440114519879e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
37, 6, 9.4148440114519879e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
37, 7, 9.3441333333333328e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
38, 1, 9.3383936936936930e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
38, 2, 9.6919470842869669e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
38, 3, 9.6919470842869669e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
38, 4, 9.3383936936936930e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
38, 5, 9.4091043718123481e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
38, 6, 9.4091043718123481e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
38, 7, 9.3383936936936930e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
39, 1, 9.3326540540540546e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
39, 2, 9.6862074446473286e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
39, 3, 9.6862074446473286e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
39, 4, 9.3326540540540546e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
39, 5, 9.4033647321727097e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
39, 6, 9.4033647321727097e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
39, 7, 9.3326540540540546e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
40, 1, 9.3269144144144148e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
40, 2, 9.6804678050076887e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
40, 3, 9.6804678050076887e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
40, 4, 9.3269144144144148e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
40, 5, 9.3976250925330698e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
40, 6, 9.3976250925330698e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
40, 7, 9.3269144144144148e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
41, 1, 9.3211747747747749e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
41, 2, 9.6747281653680488e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
41, 3, 9.6747281653680488e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
41, 4, 9.3211747747747749e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
41, 5, 9.3918854528934300e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
41, 6, 9.3918854528934300e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
41, 7, 9.3211747747747749e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
42, 1, 9.3154351351351351e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
42, 2, 9.6689885257284090e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
42, 3, 9.6689885257284090e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
42, 4, 9.3154351351351351e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
42, 5, 9.3861458132537901e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
42, 6, 9.3861458132537901e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
42, 7, 9.3154351351351351e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
43, 1, 9.3096954954954952e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
43, 2, 9.6632488860887691e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
43, 3, 9.6632488860887691e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
43, 4, 9.3096954954954952e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
43, 5, 9.3804061736141503e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
43, 6, 9.3804061736141503e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
43, 7, 9.3096954954954952e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
44, 1, 9.3039558558558553e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
44, 2, 9.6575092464491293e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
44, 3, 9.6575092464491293e+07, 0.0000000000000000e+00, 3.5355339059327375e+06
44, 4, 9.3039558558558553e+07, 3.5355339059327375e+06, 3.5355339059327375e+06
44, 5, 9.3746665339745104e+07, 7.0710678118654748e+05, 0.0000000000000000e+00
44, 6, 9.3746665339745104e+07, 0.0000000000000000e+00, 7.0710678118654748e+05
44, 7, 9.3039558558558553e+07, 7.0710678118654748e+05, 7.0710678118654748e+05
45, 1, 9.2982162162162155e+07, 0.0000000000000000e+00, 0.0000000000000000e+00
45, 2, 9.6517696068094894e+07, 3.5355339059327375e+06, 0.0000000000000000e+00
